hour,minute,day_of_week,is_weekend,is_peak,is_festival,weather_code,intersection_id,density
0,0,0,0,0,0,0,0,0.38330923416993656
0,0,0,0,0,0,0,1,0.17972070023721443
0,0,0,0,0,0,0,2,0.26179543492111046
0,0,0,0,0,0,0,3,0.12050032670574241
0,0,0,0,0,0,0,4,0.35307714504794774
0,0,0,0,0,0,0,5,0.25594550282910095
0,0,0,0,0,0,0,6,0.09178272266128795
0,0,0,0,0,0,0,7,0.3502488892734473
0,30,0,0,0,0,0,0,0.39627650626454713
0,30,0,0,0,0,0,1,0.18040674199433288
0,30,0,0,0,0,0,2,0.2989579865841503
0,30,0,0,0,0,0,3,0.08712490940433124
0,30,0,0,0,0,0,4,0.33154946007896324
0,30,0,0,0,0,0,5,0.15692562471082144
0,30,0,0,0,0,0,6,0.08177441596292853
0,30,0,0,0,0,0,7,0.3379947277151397
1,0,0,0,0,0,0,0,0.28247270503875144
1,0,0,0,0,0,0,1,0.17133373001326502
1,0,0,0,0,0,0,2,0.20224943584034405
1,0,0,0,0,0,0,3,0.08
1,0,0,0,0,0,0,4,0.3266243168119595
1,0,0,0,0,0,0,5,0.23901933185828295
1,0,0,0,0,0,0,6,0.1643081301424189
1,0,0,0,0,0,0,7,0.26111554971902046
1,30,0,0,0,0,1,0,0.4497134709800723
1,30,0,0,0,0,1,1,0.2851881893593884
1,30,0,0,0,0,1,2,0.2790610140904729
1,30,0,0,0,0,1,3,0.19855450024383664
1,30,0,0,0,0,1,4,0.34531868069794347
1,30,0,0,0,0,1,5,0.3721029941304752
1,30,0,0,0,0,1,6,0.28044165388740494
1,30,0,0,0,0,1,7,0.34180774539207764
2,0,0,0,0,0,0,0,0.39474119125665674
2,0,0,0,0,0,0,1,0.17198250882733496
2,0,0,0,0,0,0,2,0.19104026018754738
2,0,0,0,0,0,0,3,0.08
2,0,0,0,0,0,0,4,0.31265410715648534
2,0,0,0,0,0,0,5,0.12348297358461528
2,0,0,0,0,0,0,6,0.08
2,0,0,0,0,0,0,7,0.3066311429095723
2,30,0,0,0,0,0,0,0.34834451585540976
2,30,0,0,0,0,0,1,0.16835157103071863
2,30,0,0,0,0,0,2,0.296826065326309
2,30,0,0,0,0,0,3,0.16692549728476125
2,30,0,0,0,0,0,4,0.37882402427985373
2,30,0,0,0,0,0,5,0.26459887429029183
2,30,0,0,0,0,0,6,0.14521982101107067
2,30,0,0,0,0,0,7,0.2771617936950258
3,0,0,0,0,0,0,0,0.3161198449461641
3,0,0,0,0,0,0,1,0.15049177476288705
